,StartTimestamp,DurationHours,GridLoadLevel,UserChargingPreference,PricingTier,ChargingStationAvailability
95,2024-01-31 02:07:08.051067,3.065892787330053,Medium,Fast Charge,Off-Peak,Medium
96,2024-01-31 01:07:08.051067,3.250016472752739,Low,Standard Charge,Off-Peak,Medium
97,2024-01-31 03:07:08.051067,2.2995364489519163,High,Standard Charge,Off-Peak,High
98,2024-01-31 08:07:08.051067,2.37978207807138,Medium,Fast Charge,Mid-Peak,Medium
99,2024-01-31 18:07:08.051067,2.518376775581122,Medium,Standard Charge,Peak,High
100,2024-01-31 01:07:08.051067,2.910734227206538,High,Fast Charge,Off-Peak,High
101,2024-01-31 18:07:08.051067,2.0140932667052955,Low,Standard Charge,Mid-Peak,Low
102,2024-01-30 23:07:08.051067,2.019410856700718,High,Fast Charge,Off-Peak,Medium
103,2024-01-31 20:07:08.051067,3.6926769856744075,Medium,Fast Charge,Off-Peak,High
104,2024-01-31 16:07:08.051067,0.8107399567714018,Medium,Fast Charge,Peak,Low
105,2024-01-31 16:07:08.051067,3.4451241610518615,High,Standard Charge,Peak,Low
106,2024-01-31 11:07:08.051067,3.332909134921967,High,Standard Charge,Peak,Low
107,2024-01-31 07:07:08.051067,3.8861965074564897,Medium,Standard Charge,Mid-Peak,Medium
108,2024-01-31 21:07:08.051067,2.980559166482635,Low,Fast Charge,Off-Peak,Medium
109,2024-01-31 21:07:08.051067,1.2600140036801037,Low,Standard Charge,Off-Peak,Low
110,2024-01-31 15:07:08.051067,3.0573784551421572,Low,Standard Charge,Peak,Low
111,2024-01-31 16:07:08.051067,1.319439221711572,Low,Fast Charge,Mid-Peak,Low
112,2024-01-31 13:07:08.051067,1.109277407903221,High,Fast Charge,Mid-Peak,High
113,2024-01-31 07:07:08.051067,3.1190545287771507,Medium,Fast Charge,Peak,Low
114,2024-01-31 01:07:08.051067,3.078749845880322,Medium,Fast Charge,Off-Peak,Medium
115,2024-01-31 09:07:08.051067,0.599959907117002,Low,Standard Charge,Peak,Medium
116,2024-01-31 06:07:08.051067,0.8054583656753751,Medium,Fast Charge,Mid-Peak,Low
117,2024-01-31 04:07:08.051067,3.751118832882412,High,Standard Charge,Off-Peak,High
118,2024-01-31 17:07:08.051067,1.6990515131214685,Medium,Fast Charge,Peak,Medium
119,2024-01-31 22:07:08.051067,1.4879304604684467,Low,Standard Charge,Off-Peak,Medium
120,2024-01-31 21:07:08.051067,2.629750878567609,Low,Standard Charge,Off-Peak,High
121,2024-01-31 22:07:08.051067,1.8927076330473578,Low,Standard Charge,Off-Peak,Medium
122,2024-01-31 01:07:08.051067,3.9985447372693295,High,Fast Charge,Off-Peak,Medium
123,2024-01-31 14:07:08.051067,3.2350575067197247,High,Standard Charge,Mid-Peak,Low
124,2024-01-31 00:07:08.051067,2.335357594673355,High,Standard Charge,Off-Peak,Medium
125,2024-01-31 19:07:08.051067,2.3010049811978526,High,Standard Charge,Off-Peak,Low
126,2024-01-31 06:07:08.051067,2.9765293579615903,Medium,Standard Charge,Mid-Peak,High
127,2024-01-31 12:07:08.051067,2.5044272238434293,High,Fast Charge,Mid-Peak,Low
128,2024-01-31 05:07:08.051067,1.1613382816890625,Low,Fast Charge,Off-Peak,Low
129,2024-01-31 12:07:08.051067,1.3184335982493085,Medium,Standard Charge,Peak,Low
130,2024-01-31 03:07:08.051067,1.7638173920492348,High,Fast Charge,Off-Peak,Medium
131,2024-01-31 08:07:08.051067,1.9511244821290832,Medium,Fast Charge,Peak,Low
132,2024-01-31 09:07:08.051067,3.025952086147024,High,Fast Charge,Peak,Low
133,2024-01-31 14:07:08.051067,1.806102262216138,Medium,Fast Charge,Peak,Low
134,2024-01-31 12:07:08.051067,3.3529541882531455,Medium,Fast Charge,Mid-Peak,High
135,2024-01-31 15:07:08.051067,2.339253601037016,Low,Fast Charge,Peak,High
136,2024-01-31 22:07:08.051067,3.9092154157231387,High,Fast Charge,Off-Peak,Medium
137,2024-01-31 00:07:08.051067,2.5700910540626873,Low,Standard Charge,Off-Peak,High
138,2024-01-31 12:07:08.051067,1.3668519226295113,High,Fast Charge,Peak,Low
139,2024-01-31 14:07:08.051067,0.937687367987601,High,Fast Charge,Peak,Medium
140,2024-01-31 09:07:08.051067,2.1067966025902525,Medium,Fast Charge,Mid-Peak,High
141,2024-01-31 18:07:08.051067,3.8129657399410997,Low,Standard Charge,Mid-Peak,High
142,2024-01-31 16:07:08.051067,0.8499967056383202,Medium,Fast Charge,Peak,High
143,2024-01-31 10:07:08.051067,2.6082586534089542,Low,Fast Charge,Peak,High
144,2024-01-31 06:07:08.051067,2.6034571914479088,Medium,Standard Charge,Peak,High
145,2024-01-31 07:07:08.051067,3.1736038206222665,Medium,Standard Charge,Peak,Low
146,2024-01-31 04:07:08.051067,0.7119650286093953,Low,Fast Charge,Off-Peak,Medium
147,2024-01-31 19:07:08.051067,3.9835606706831963,High,Standard Charge,Off-Peak,Low
148,2024-01-31 04:07:08.051067,1.8637799620232711,Medium,Fast Charge,Off-Peak,Medium
149,2024-01-31 11:07:08.051067,2.573280130213228,High,Fast Charge,Peak,Low
150,2024-01-31 13:07:08.051067,1.0863323522716497,High,Standard Charge,Mid-Peak,Medium
151,2024-01-31 07:07:08.051067,3.0122740831402774,Low,Standard Charge,Mid-Peak,Low
152,2024-01-31 17:07:08.051067,2.517274090526361,Low,Standard Charge,Mid-Peak,Medium
153,2024-01-31 06:07:08.051067,3.1034336044364057,Medium,Fast Charge,Peak,Low
154,2024-01-31 17:07:08.051067,3.287690997839605,Medium,Fast Charge,Peak,High
155,2024-01-31 21:07:08.051067,3.68157002943995,Low,Standard Charge,Off-Peak,Low
156,2024-01-31 02:07:08.051067,3.633109921186443,Low,Standard Charge,Off-Peak,Low
157,2024-01-31 07:07:08.051067,3.8328214282350666,Medium,Fast Charge,Mid-Peak,Low
158,2024-01-31 12:07:08.051067,2.087148594487917,Low,Fast Charge,Mid-Peak,High
159,2024-01-31 12:07:08.051067,1.5596881722558449,High,Fast Charge,Mid-Peak,Low
160,2024-01-31 08:07:08.051067,2.1704423283518914,Low,Standard Charge,Peak,Low
161,2024-01-31 12:07:08.051067,2.5427187124736492,Medium,Standard Charge,Mid-Peak,Medium
162,2024-01-31 04:07:08.051067,2.4393556986847296,Low,Standard Charge,Off-Peak,Low
163,2024-01-31 08:07:08.051067,3.691588758777485,Medium,Fast Charge,Peak,High
164,2024-01-31 09:07:08.051067,2.0354738201148317,High,Fast Charge,Peak,High
165,2024-01-31 06:07:08.051067,0.9812723317602514,High,Standard Charge,Peak,Medium
166,2024-01-31 19:07:08.051067,2.6956191564915972,Medium,Standard Charge,Off-Peak,Low
167,2024-01-31 19:07:08.051067,1.89638645411774,High,Standard Charge,Off-Peak,High
168,2024-01-31 13:07:08.051067,2.342684143078473,Low,Standard Charge,Mid-Peak,Low
169,2024-01-31 10:07:08.051067,1.1021225845379508,Medium,Fast Charge,Mid-Peak,Low
170,2024-01-31 07:07:08.051067,1.8239775692783387,Medium,Standard Charge,Mid-Peak,High
171,2024-01-31 09:07:08.051067,1.901622997967963,Medium,Fast Charge,Mid-Peak,High
172,2024-01-31 19:07:08.051067,2.6010868391614252,Medium,Fast Charge,Off-Peak,High
173,2024-01-31 08:07:08.051067,3.3682570874969415,Medium,Standard Charge,Mid-Peak,Medium
174,2024-01-31 15:07:08.051067,0.8909502886830677,High,Fast Charge,Mid-Peak,High
175,2024-01-31 18:07:08.051067,2.5423550188321387,High,Standard Charge,Peak,High
176,2024-01-31 18:07:08.051067,0.8920884606539179,Medium,Standard Charge,Peak,High
177,2024-01-31 19:07:08.051067,3.4857953503470585,Low,Fast Charge,Off-Peak,Medium
178,2024-01-31 07:07:08.051067,2.1390489061676874,High,Fast Charge,Peak,Medium
179,2024-01-31 09:07:08.051067,1.250840140222798,High,Fast Charge,Mid-Peak,Medium
180,2024-01-31 17:07:08.051067,1.7731821404886399,Low,Fast Charge,Mid-Peak,High
181,2024-01-31 04:07:08.051067,1.6216430222378135,Low,Fast Charge,Off-Peak,Medium
182,2024-01-31 08:07:08.051067,2.3441748905626145,High,Fast Charge,Peak,Low
183,2024-01-31 16:07:08.051067,0.9362222442760924,Low,Fast Charge,Mid-Peak,Low
184,2024-01-31 14:07:08.051067,1.8095674258768857,High,Standard Charge,Peak,High
185,2024-01-31 06:07:08.051067,3.8868545254048907,High,Standard Charge,Mid-Peak,Medium
186,2024-01-31 11:07:08.051067,0.779765632804195,High,Fast Charge,Peak,High
187,2024-01-31 06:07:08.051067,1.7057890251629466,High,Fast Charge,Mid-Peak,Low
188,2024-01-31 10:07:08.051067,2.289484518698793,High,Standard Charge,Mid-Peak,Medium
189,2024-01-31 20:07:08.051067,2.486859306663059,Low,Standard Charge,Off-Peak,Medium
190,2024-01-30 23:07:08.051067,0.5864198207261349,Medium,Fast Charge,Off-Peak,Medium
191,2024-01-31 22:07:08.051067,3.5297267756819837,Low,Standard Charge,Off-Peak,Medium
192,2024-01-31 12:07:08.051067,0.5609160080645673,High,Standard Charge,Mid-Peak,Medium
193,2024-01-31 08:07:08.051067,1.1715795686684378,Low,Fast Charge,Peak,Low
194,2024-01-31 07:07:08.051067,0.9946762870348147,High,Fast Charge,Mid-Peak,Medium
195,2024-01-31 09:07:08.051067,1.4190708208842713,Low,Standard Charge,Mid-Peak,Medium
196,2024-01-31 20:07:08.051067,1.1528127871346272,Low,Standard Charge,Off-Peak,Medium
197,2024-01-31 07:07:08.051067,3.9615170023525215,High,Standard Charge,Peak,Low
198,2024-01-31 13:07:08.051067,1.7698296173375003,Low,Standard Charge,Mid-Peak,Low
199,2024-01-31 15:07:08.051067,2.259108902250329,Low,Fast Charge,Mid-Peak,High
200,2024-01-31 13:07:08.051067,1.592935606117298,Low,Standard Charge,Mid-Peak,Low
201,2024-01-31 21:07:08.051067,1.6515205478532207,Medium,Standard Charge,Off-Peak,Medium
202,2024-01-30 23:07:08.051067,3.8167514833617115,Low,Standard Charge,Off-Peak,Low
203,2024-01-31 01:07:08.051067,2.09131050961674,High,Fast Charge,Off-Peak,Medium
204,2024-01-31 05:07:08.051067,3.1621769701376805,Low,Standard Charge,Off-Peak,Medium
205,2024-01-31 00:07:08.051067,2.190488509060744,Medium,Fast Charge,Off-Peak,Medium
206,2024-01-31 20:07:08.051067,0.9666742262264876,High,Standard Charge,Off-Peak,Medium
207,2024-01-31 05:07:08.051067,2.6235791254363248,Medium,Fast Charge,Off-Peak,High
208,2024-01-31 22:07:08.051067,3.8357782550760486,High,Standard Charge,Off-Peak,High
209,2024-01-31 22:07:08.051067,1.67720325348127,Medium,Fast Charge,Off-Peak,High
210,2024-01-31 21:07:08.051067,1.6198978165776445,Low,Standard Charge,Off-Peak,High
211,2024-01-31 02:07:08.051067,0.6105628297070886,Medium,Standard Charge,Off-Peak,Low
212,2024-01-31 03:07:08.051067,3.7857663950768576,Medium,Fast Charge,Off-Peak,Low
213,2024-01-31 04:07:08.051067,3.7995109994191547,Low,Fast Charge,Off-Peak,Medium
214,2024-01-31 09:07:08.051067,1.3950663239390506,High,Standard Charge,Peak,High
215,2024-01-31 17:07:08.051067,3.4211839209910484,Medium,Standard Charge,Peak,High
216,2024-01-31 15:07:08.051067,1.8095007810973707,Medium,Standard Charge,Mid-Peak,Medium
217,2024-01-31 12:07:08.051067,3.647722672936403,Medium,Standard Charge,Peak,Low
218,2024-01-31 16:07:08.051067,0.7554563042885643,Medium,Standard Charge,Mid-Peak,Low
219,2024-01-31 11:07:08.051067,1.340166499592578,Low,Standard Charge,Peak,Low
220,2024-01-31 06:07:08.051067,3.944514596041325,High,Standard Charge,Mid-Peak,Low
221,2024-01-31 12:07:08.051067,0.5003920628430507,Low,Fast Charge,Peak,Low
222,2024-01-31 14:07:08.051067,1.4530561462013498,Medium,Standard Charge,Peak,High
223,2024-01-31 10:07:08.051067,2.9657959416667063,Medium,Fast Charge,Peak,Low
224,2024-01-31 10:07:08.051067,1.205326817493272,High,Fast Charge,Mid-Peak,High
225,2024-01-31 20:07:08.051067,1.092551021302756,High,Standard Charge,Off-Peak,Low
226,2024-01-31 04:07:08.051067,3.4949657903485196,Low,Standard Charge,Off-Peak,Medium
227,2024-01-31 03:07:08.051067,2.1035838180236635,Low,Standard Charge,Off-Peak,Low
228,2024-01-31 22:07:08.051067,2.465084856194526,High,Fast Charge,Off-Peak,High
229,2024-01-31 12:07:08.051067,1.6563221437191322,Low,Standard Charge,Mid-Peak,Medium
230,2024-01-31 15:07:08.051067,1.223630614849577,Low,Standard Charge,Mid-Peak,Low
231,2024-01-31 14:07:08.051067,3.9217632019637687,Low,Standard Charge,Peak,Low
232,2024-01-31 06:07:08.051067,3.800397285627663,Low,Standard Charge,Mid-Peak,Low
233,2024-01-31 12:07:08.051067,3.6785914360907923,Medium,Fast Charge,Peak,Medium
234,2024-01-31 15:07:08.051067,2.6674157890727437,Low,Standard Charge,Peak,Medium
235,2024-01-31 08:07:08.051067,1.0779130592262671,Low,Fast Charge,Mid-Peak,Medium
236,2024-01-31 00:07:08.051067,1.4768142882537183,High,Standard Charge,Off-Peak,High
237,2024-01-31 08:07:08.051067,0.6478177281423523,Medium,Standard Charge,Mid-Peak,Medium
238,2024-01-31 17:07:08.051067,0.9303544487639104,Medium,Standard Charge,Mid-Peak,Medium
239,2024-01-31 08:07:08.051067,1.814104263129031,Low,Standard Charge,Mid-Peak,Medium
240,2024-01-31 13:07:08.051067,1.4593789229288952,Medium,Standard Charge,Mid-Peak,Low
241,2024-01-31 05:07:08.051067,0.5583710089534114,Medium,Fast Charge,Off-Peak,Low
242,2024-01-31 07:07:08.051067,3.9842711430663487,High,Standard Charge,Mid-Peak,Medium
243,2024-01-31 20:07:08.051067,1.1320285634560006,High,Fast Charge,Off-Peak,High
244,2024-01-31 22:07:08.051067,1.2820790915265987,Medium,Standard Charge,Off-Peak,Medium
245,2024-01-31 07:07:08.051067,0.6243212940869518,High,Standard Charge,Mid-Peak,Low
246,2024-01-31 08:07:08.051067,1.0770924209960062,Medium,Standard Charge,Peak,High
247,2024-01-31 19:07:08.051067,3.5099682774322503,Medium,Fast Charge,Off-Peak,Low
248,2024-01-31 16:07:08.051067,0.8824052449857315,Medium,Fast Charge,Peak,Medium
249,2024-01-31 00:07:08.051067,0.7926998114520323,Low,Fast Charge,Off-Peak,High
250,2024-01-31 05:07:08.051067,3.251935066136678,Low,Standard Charge,Off-Peak,Low
251,2024-01-31 18:07:08.051067,1.6488519093264764,Medium,Fast Charge,Peak,Medium
252,2024-01-31 10:07:08.051067,0.666011579099656,Medium,Fast Charge,Peak,Medium
253,2024-01-31 18:07:08.051067,1.9681375111820176,Low,Fast Charge,Peak,High
254,2024-01-31 15:07:08.051067,3.5110736183069786,Low,Standard Charge,Peak,High
255,2024-01-31 02:07:08.051067,1.2136591486725816,Low,Fast Charge,Off-Peak,Medium
256,2024-01-31 02:07:08.051067,2.448609366339774,Low,Standard Charge,Off-Peak,Medium
257,2024-01-31 02:07:08.051067,3.1345885869946652,High,Standard Charge,Off-Peak,Low
258,2024-01-30 23:07:08.051067,1.9212101547758698,High,Fast Charge,Off-Peak,Low
259,2024-01-31 17:07:08.051067,3.4359853228910486,Low,Fast Charge,Peak,Medium
260,2024-01-31 08:07:08.051067,3.325173921056775,Low,Standard Charge,Mid-Peak,Medium
261,2024-01-31 11:07:08.051067,3.1513381682060047,High,Fast Charge,Mid-Peak,Medium
262,2024-01-31 06:07:08.051067,3.8532785279512924,Medium,Standard Charge,Peak,High
263,2024-01-31 22:07:08.051067,3.6508188737678546,Medium,Fast Charge,Off-Peak,Medium
264,2024-01-31 17:07:08.051067,1.1522013410184053,Low,Fast Charge,Peak,Low
265,2024-01-31 14:07:08.051067,2.873547998045754,Low,Standard Charge,Peak,Medium
266,2024-01-31 16:07:08.051067,3.5798348648638276,High,Standard Charge,Mid-Peak,Medium
267,2024-01-31 05:07:08.051067,1.7106524584921783,Low,Standard Charge,Off-Peak,Low
268,2024-01-31 16:07:08.051067,2.530893607484229,High,Fast Charge,Mid-Peak,High
269,2024-01-31 03:07:08.051067,1.3011385967328382,Low,Standard Charge,Off-Peak,Low
270,2024-01-31 13:07:08.051067,2.6715085109029366,Low,Standard Charge,Mid-Peak,Medium
271,2024-01-31 21:07:08.051067,2.184132492069817,High,Fast Charge,Off-Peak,High
272,2024-01-31 18:07:08.051067,3.901401560514024,Medium,Fast Charge,Mid-Peak,Medium
273,2024-01-31 10:07:08.051067,3.9930946178133615,High,Fast Charge,Peak,Medium
274,2024-01-31 10:07:08.051067,2.8925495161551127,Medium,Fast Charge,Mid-Peak,Medium
275,2024-01-31 05:07:08.051067,3.162729912502398,High,Standard Charge,Off-Peak,High
276,2024-01-31 16:07:08.051067,3.120153710811046,High,Fast Charge,Mid-Peak,Low
277,2024-01-31 19:07:08.051067,1.1951314221612477,Low,Fast Charge,Off-Peak,Medium
278,2024-01-31 18:07:08.051067,2.606429197701887,Medium,Fast Charge,Peak,Low
279,2024-01-31 01:07:08.051067,2.9553958914472163,High,Standard Charge,Off-Peak,High
280,2024-01-31 04:07:08.051067,0.717978628366745,High,Standard Charge,Off-Peak,Medium
281,2024-01-31 09:07:08.051067,2.714356383259236,Medium,Fast Charge,Peak,High
282,2024-01-31 15:07:08.051067,3.393707365723164,High,Fast Charge,Mid-Peak,Medium
283,2024-01-31 01:07:08.051067,1.1160155797375713,Medium,Standard Charge,Off-Peak,Medium
284,2024-01-30 23:07:08.051067,3.4543786709788797,Medium,Fast Charge,Off-Peak,Low
285,2024-01-31 20:07:08.051067,2.255124244574963,Low,Fast Charge,Off-Peak,Low
286,2024-01-31 13:07:08.051067,3.112958409315856,High,Standard Charge,Mid-Peak,High
287,2024-01-31 09:07:08.051067,1.0017412850218934,Low,Fast Charge,Peak,High
288,2024-01-31 05:07:08.051067,3.0342096870146875,Medium,Standard Charge,Off-Peak,Medium
289,2024-01-31 00:07:08.051067,3.504693105367906,Medium,Fast Charge,Off-Peak,Medium
290,2024-01-31 14:07:08.051067,3.4478970137345906,Medium,Standard Charge,Peak,High
291,2024-01-31 04:07:08.051067,3.5847028521375517,High,Fast Charge,Off-Peak,High
292,2024-01-31 13:07:08.051067,3.319318473249177,High,Fast Charge,Mid-Peak,High
293,2024-01-31 13:07:08.051067,2.972735924990926,High,Standard Charge,Peak,Medium
294,2024-01-31 03:07:08.051067,2.993269754535757,Low,Fast Charge,Off-Peak,Low
295,2024-01-31 06:07:08.051067,3.248745559064265,High,Fast Charge,Mid-Peak,Low
296,2024-01-31 18:07:08.051067,3.0028456402099994,Medium,Fast Charge,Mid-Peak,Low
297,2024-01-31 00:07:08.051067,1.7647368119302373,Low,Fast Charge,Off-Peak,Medium
298,2024-01-31 05:07:08.051067,0.7467169822209341,Low,Fast Charge,Off-Peak,Low
299,2024-01-31 19:07:08.051067,1.6495626963944126,High,Standard Charge,Off-Peak,High
300,2024-01-31 02:07:08.051067,2.710733088701237,High,Fast Charge,Off-Peak,High
